,label
80404,0
80405,0
80406,0
80407,0
80408,0
80409,0
80410,0
80411,0
80412,0
80413,0
80414,0
80415,0
80416,0
80417,0
80418,0
80419,0
80420,0
80421,0
80422,0
80423,2
80424,0
80425,2
80426,0
80427,0
80428,2
80429,0
80430,0
80431,0
80432,1
80433,1
80434,1
80435,0
80436,1
80437,1
80438,1
80439,2
80440,2
80441,2
80442,2
80443,0
80444,1
80445,0
80446,0
80447,0
80448,0
80449,2
80450,2
80451,2
80452,0
80453,2
80454,0
80455,2
80456,0
80457,2
80458,0
80459,0
80460,0
80461,0
80462,1
80463,1
80464,1
80465,0
80466,1
80467,2
80468,1
80469,1
80470,1
80471,0
80472,0
80473,2
80474,1
80475,1
80476,1
80477,2
80478,0
80479,0
80480,0
80481,1
80482,1
80483,1
80484,1
80485,1
80486,0
80487,0
80488,2
80489,1
80490,0
80491,0
80492,0
80493,2
80494,1
80495,1
80496,1
80497,1
80498,2
80499,0
80500,2
80501,2
80502,1
80503,1
80504,1
80505,1
80506,1
80507,1
80508,1
80509,1
80510,2
80511,0
80512,0
80513,2
80514,2
80515,0
80516,0
80517,0
80518,0
80519,0
80520,0
80521,0
80522,0
80523,0
80524,0
80525,0
80526,1
80527,1
80528,0
80529,1
80530,1
80531,2
80532,1
80533,0
80534,1
80535,0
80536,1
80537,0
80538,1
80539,0
80540,1
80541,0
80542,1
80543,1
80544,0
80545,1
80546,0
80547,1
80548,0
80549,1
80550,0
80551,1
80552,0
80553,1
80554,0
80555,0
80556,1
80557,1
80558,0
80559,0
80560,0
80561,0
80562,1
80563,0
80564,1
80565,1
80566,0
80567,2
80568,0
80569,0
80570,0
80571,0
80572,0
80573,0
80574,0
80575,0
80576,0
80577,0
80578,0
80579,0
80580,0
80581,0
80582,0
80583,0
80584,0
80585,0
80586,0
80587,0
80588,0
80589,0
80590,0
80591,0
80592,0
80593,0
80594,0
80595,0
80596,0
80597,0
80598,0
80599,0
80600,0
80601,0
80602,0
80603,0
80604,0
80605,0
80606,0
80607,0
80608,0
80609,1
80610,0
80611,0
80612,0
80613,0
80614,0
80615,0
80616,0
80617,1
80618,0
80619,1
80620,0
80621,1
80622,1
80623,0
80624,0
80625,0
80626,0
80627,1
80628,0
80629,0
80630,0
80631,1
80632,0
80633,0
80634,0
80635,1
80636,0
80637,0
80638,0
80639,1
80640,0
80641,0
80642,0
80643,0
80644,0
80645,2
80646,2
80647,2
80648,0
80649,2
80650,2
80651,0
80652,0
80653,0
80654,0
80655,0
80656,0
80657,0
80658,0
80659,0
80660,0
80661,0
80662,0
80663,0
80664,0
80665,0
80666,0
80667,0
80668,1
80669,0
80670,0
80671,0
80672,2
80673,2
80674,2
80675,0
80676,0
80677,0
80678,0
80679,0
80680,0
80681,0
80682,0
80683,0
80684,2
80685,2
80686,2
80687,2
80688,2
80689,2
80690,2
80691,2
80692,2
80693,0
80694,0
80695,0
80696,2
80697,2
80698,2
80699,2
80700,2
80701,0
80702,0
80703,0
80704,0
80705,0
80706,0
80707,0
80708,2
80709,2
80710,0
80711,0
80712,0
80713,0
80714,2
80715,0
80716,0
80717,0
80718,0
80719,0
80720,0
80721,0
80722,2
80723,0
80724,2
80725,0
80726,0
80727,0
80728,2
80729,0
80730,2
80731,2
80732,2
80733,2
80734,0
80735,0
80736,0
80737,0
80738,0
80739,0
80740,0
80741,0
80742,0
80743,0
80744,0
80745,0
80746,0
80747,0
80748,2
80749,2
80750,0
80751,0
80752,0
80753,0
80754,0
80755,0
80756,0
80757,2
80758,0
80759,0
80760,2
80761,2
80762,2
80763,2
80764,2
80765,2
80766,0
80767,2
80768,2
80769,2
80770,2
80771,2
80772,2
80773,2
80774,2
80775,2
80776,2
80777,0
80778,2
80779,2
80780,2
80781,2
80782,2
80783,2
80784,2
80785,2
80786,2
80787,2
80788,2
80789,2
80790,2
80791,2
80792,2
80793,2
80794,2
80795,2
80796,0
80797,2
80798,2
80799,2
80800,2
80801,2
80802,0
80803,2
80804,2
80805,0
80806,2
80807,1
80808,0
80809,0
80810,0
80811,0
80812,0
80813,0
80814,0
80815,0
80816,0
80817,1
80818,0
80819,0
80820,0
80821,0
80822,0
80823,0
80824,0
80825,0
80826,0
80827,2
80828,2
80829,2
80830,2
80831,2
80832,0
80833,2
80834,2
80835,2
80836,2
80837,2
80838,2
80839,2
80840,2
80841,2
80842,2
80843,0
80844,1
80845,0
80846,2
80847,2
80848,0
80849,0
80850,0
80851,0
80852,0
80853,0
80854,0
80855,0
80856,2
80857,2
80858,2
80859,2
80860,2
80861,2
80862,2
80863,2
80864,0
80865,2
80866,0
80867,0
80868,2
80869,2
80870,2
80871,2
80872,2
80873,2
80874,2
80875,2
80876,0
80877,2
80878,0
80879,0
80880,0
80881,0
80882,0
80883,0
80884,2
80885,2
80886,0
80887,0
80888,2
80889,0
80890,0
80891,0
80892,0
80893,0
80894,0
80895,0
80896,0
80897,0
80898,0
80899,0
80900,0
80901,0
80902,0
80903,0
80904,0
80905,0
80906,0
80907,0
80908,0
80909,0
80910,0
80911,0
80912,0
80913,0
80914,0
80915,0
80916,0
80917,0
80918,0
80919,0
80920,0
80921,0
80922,0
80923,0
80924,0
80925,0
80926,0
80927,0
80928,0
80929,0
80930,0
80931,0
80932,0
80933,0
80934,0
80935,0
80936,0
80937,0
80938,0
80939,0
80940,0
80941,0
80942,0
80943,0
80944,0
80945,0
80946,0
80947,2
80948,0
80949,0
80950,0
80951,0
80952,2
80953,0
80954,0
80955,0
80956,0
80957,0
80958,0
80959,0
80960,2
80961,2
80962,0
80963,0
80964,2
80965,0
80966,0
80967,0
80968,0
80969,0
80970,0
80971,0
80972,0
80973,0
80974,0
80975,0
80976,0
80977,0
80978,0
80979,0
80980,2
80981,2
80982,2
80983,2
80984,0
80985,0
80986,0
80987,2
80988,2
80989,0
80990,0
80991,2
80992,0
80993,0
80994,0
80995,0
80996,0
80997,0
80998,0
80999,0
81000,0
81001,2
81002,2
81003,2
81004,0
81005,2
81006,2
81007,2
81008,0
81009,2
81010,2
81011,0
81012,1
81013,2
81014,0
81015,2
81016,0
81017,0
81018,2
81019,0
81020,2
81021,2
81022,0
81023,0
81024,2
81025,0
81026,0
81027,0
81028,0
81029,0
81030,0
81031,2
81032,2
81033,2
81034,2
81035,2
81036,2
81037,2
81038,2
81039,2
81040,2
81041,2
81042,2
81043,2
81044,2
81045,2
81046,2
81047,2
81048,0
81049,2
81050,2
81051,2
81052,2
81053,2
81054,2
81055,2
81056,0
81057,0
81058,0
81059,2
81060,2
81061,2
81062,2
81063,2
81064,2
81065,2
81066,2
81067,2
81068,2
81069,2
81070,2
81071,2
81072,2
81073,2
81074,2
81075,2
81076,2
81077,2
81078,2
81079,2
81080,0
81081,2
81082,2
81083,2
81084,2
81085,0
81086,0
81087,2
81088,2
81089,0
81090,0
81091,0
81092,0
81093,0
81094,0
81095,0
81096,0
81097,0
81098,0
81099,0
81100,0
81101,0
81102,1
81103,0
81104,0
81105,0
81106,0
81107,2
81108,0
81109,2
81110,0
81111,0
81112,0
81113,0
81114,0
81115,1
81116,1
81117,1
81118,1
81119,0
81120,0
81121,2
81122,1
81123,0
81124,0
81125,0
81126,0
81127,0
81128,2
81129,2
81130,2
81131,2
81132,2
81133,2
81134,2
81135,2
81136,0
81137,0
81138,0
81139,0
81140,0
81141,2
81142,2
81143,0
81144,2
81145,0
81146,0
81147,0
81148,2
81149,0
81150,0
81151,0
81152,0
81153,2
81154,0
81155,2
81156,0
81157,0
81158,0
81159,0
81160,0
81161,0
81162,0
81163,0
81164,2
81165,2
81166,2
81167,2
81168,2
81169,2
81170,2
81171,0
81172,0
81173,0
81174,0
81175,0
81176,0
81177,0
81178,0
81179,0
81180,0
81181,0
81182,0
81183,0
81184,0
81185,2
81186,2
81187,0
81188,0
81189,2
81190,0
81191,0
81192,2
81193,2
81194,2
81195,2
81196,2
81197,2
81198,0
81199,0
81200,0
81201,0
81202,2
81203,2
81204,2
81205,2
81206,2
81207,0
81208,0
81209,0
81210,0
81211,2
81212,2
81213,0
81214,2
81215,2
81216,0
81217,0
81218,2
81219,0
81220,0
81221,0
81222,1
81223,0
81224,0
81225,0
81226,0
81227,0
81228,1
81229,1
81230,1
81231,1
81232,1
81233,1
81234,1
81235,1
81236,1
81237,1
81238,1
81239,0
81240,2
81241,2
81242,2
81243,0
81244,2
81245,2
81246,2
81247,2
81248,2
81249,2
81250,2
81251,2
81252,2
81253,2
81254,2
81255,2
81256,2
81257,0
81258,0
81259,0
81260,0
81261,1
81262,0
81263,0
81264,0
81265,0
81266,0
81267,1
81268,0
81269,0
81270,0
81271,2
81272,2
81273,0
81274,0
81275,0
81276,0
81277,0
81278,0
81279,0
81280,0
81281,0
81282,0
81283,0
81284,0
81285,0
81286,2
81287,0
81288,2
81289,0
81290,1
81291,0
81292,0
81293,0
81294,2
81295,2
81296,2
81297,2
81298,2
81299,2
81300,2
81301,1
81302,0
81303,0
81304,0
81305,0
81306,0
81307,0
81308,0
81309,0
81310,0
81311,0
81312,0
81313,0
81314,0
81315,0
81316,2
81317,0
81318,2
81319,0
81320,0
81321,2
81322,0
81323,2
81324,2
81325,2
81326,0
81327,0
81328,0
81329,0
81330,2
81331,2
81332,2
81333,2
81334,2
81335,2
81336,2
81337,2
81338,2
81339,2
81340,2
81341,2
81342,2
81343,2
81344,2
81345,2
81346,2
81347,2
81348,2
81349,2
81350,2
81351,2
81352,2
81353,2
81354,2
81355,2
81356,2
81357,2
81358,2
81359,2
81360,2
81361,2
81362,2
81363,2
81364,2
81365,2
81366,2
81367,2
81368,0
81369,0
81370,0
81371,0
81372,1
81373,0
81374,0
81375,0
81376,0
81377,0
81378,0
81379,0
81380,1
81381,0
81382,0
81383,0
81384,0
81385,0
81386,0
81387,0
81388,0
81389,0
81390,0
81391,0
81392,0
81393,0
81394,0
81395,0
81396,0
81397,2
81398,2
81399,2
81400,2
81401,2
81402,2
81403,2
81404,2
81405,2
81406,0
81407,2
81408,0
81409,0
81410,2
81411,2
81412,0
81413,2
81414,0
81415,2
81416,2
81417,2
81418,2
81419,0
81420,0
81421,0
81422,0
81423,0
81424,2
81425,2
81426,2
81427,2
81428,2
81429,2
81430,2
81431,2
81432,2
81433,2
81434,2
81435,0
81436,2
81437,0
81438,0
81439,1
81440,2
81441,0
81442,1
81443,0
81444,0
81445,0
81446,1
81447,1
81448,0
81449,0
81450,0
81451,1
81452,0
81453,0
81454,0
81455,2
81456,2
81457,0
81458,0
81459,0
81460,0
81461,0
81462,0
81463,0
81464,0
81465,0
81466,0
81467,0
81468,0
81469,0
81470,0
81471,0
81472,0
81473,0
81474,0
81475,2
81476,2
81477,2
81478,2
81479,2
81480,2
81481,2
81482,2
81483,2
81484,0
81485,2
81486,2
81487,2
81488,2
81489,2
81490,0
81491,2
81492,2
81493,2
81494,2
81495,2
81496,2
81497,2
81498,2
81499,2
81500,2
81501,2
81502,2
81503,2
81504,0
81505,2
81506,2
81507,2
81508,2
81509,2
81510,2
81511,0
81512,2
81513,2
81514,2
81515,2
81516,2
81517,2
81518,2
81519,2
81520,2
81521,2
81522,2
81523,2
81524,2
81525,2
81526,2
81527,2
81528,2
81529,2
81530,2
81531,0
81532,0
81533,0
81534,0
81535,2
81536,2
81537,0
81538,2
81539,2
81540,2
81541,2
81542,2
81543,2
81544,2
81545,0
81546,2
81547,2
81548,2
81549,2
81550,2
81551,2
81552,2
81553,2
81554,2
81555,2
81556,0
81557,2
81558,2
81559,2
81560,2
81561,2
81562,2
81563,2
81564,2
81565,2
81566,2
81567,2
81568,2
81569,2
81570,0
81571,0
81572,0
81573,2
81574,0
81575,0
81576,2
81577,2
81578,2
81579,2
81580,2
81581,2
81582,2
81583,2
81584,2
81585,2
81586,2
81587,2
81588,0
81589,0
81590,2
81591,2
81592,2
81593,2
81594,2
81595,2
81596,2
81597,2
81598,2
81599,2
81600,2
81601,2
81602,2
81603,2
81604,2
81605,2
81606,2
81607,2
81608,2
81609,2
81610,2
81611,2
81612,0
81613,2
81614,2
81615,2
81616,2
81617,2
81618,2
81619,2
81620,2
81621,0
81622,2
81623,2
81624,2
81625,2
81626,2
81627,2
81628,2
81629,2
81630,0
81631,0
81632,0
81633,0
81634,2
81635,2
81636,2
81637,2
81638,2
81639,2
81640,2
81641,2
81642,2
81643,2
81644,2
81645,2
81646,2
81647,2
81648,2
81649,2
81650,2
81651,2
81652,2
81653,2
81654,2
81655,2
81656,2
81657,2
81658,2
81659,2
81660,2
81661,2
81662,2
81663,2
81664,2
81665,2
81666,0
81667,0
81668,0
81669,0
81670,0
81671,0
81672,1
81673,1
81674,0
81675,0
81676,0
81677,0
81678,0
81679,0
81680,0
81681,0
81682,0
81683,0
81684,2
81685,2
81686,2
81687,0
81688,0
81689,0
81690,0
81691,2
81692,0
81693,0
81694,2
81695,2
81696,0
81697,0
81698,0
81699,0
81700,0
81701,0
81702,0
81703,0
81704,0
81705,0
81706,0
81707,0
81708,0
81709,0
81710,0
81711,0
81712,0
81713,0
81714,2
81715,0
81716,2
81717,0
81718,0
81719,0
81720,0
81721,0
81722,0
81723,0
81724,0
81725,0
81726,0
81727,0
81728,0
81729,0
81730,0
81731,0
81732,0
81733,0
81734,0
81735,0
81736,0
81737,0
81738,0
81739,0
81740,0
81741,0
81742,0
81743,0
81744,0
81745,0
81746,0
81747,0
81748,0
81749,0
81750,0
81751,0
81752,2
81753,2
81754,0
81755,2
81756,2
81757,2
81758,2
81759,2
81760,2
81761,2
81762,2
81763,2
81764,2
81765,2
81766,2
81767,0
81768,0
81769,0
81770,0
81771,0
81772,0
81773,0
81774,0
81775,0
81776,0
81777,0
81778,0
81779,0
81780,0
81781,0
81782,0
81783,0
81784,0
81785,0
81786,0
81787,2
81788,2
81789,0
81790,0
81791,0
81792,0
81793,0
81794,0
81795,0
81796,0
81797,0
81798,0
81799,0
81800,0
81801,0
81802,0
81803,0
81804,0
81805,0
81806,0
81807,0
81808,0
81809,0
81810,2
81811,0
81812,1
81813,0
81814,0
81815,0
81816,2
81817,0
81818,0
81819,0
81820,0
81821,0
81822,0
81823,0
81824,0
81825,0
81826,0
81827,0
81828,0
81829,0
81830,2
81831,2
81832,2
81833,0
81834,2
81835,2
81836,2
81837,2
81838,2
81839,2
81840,2
81841,2
81842,2
81843,0
81844,2
81845,2
81846,0
81847,0
81848,0
81849,0
81850,0
81851,0
81852,0
81853,0
81854,0
81855,0
81856,0
81857,0
81858,0
81859,0
81860,1
81861,0
81862,0
81863,0
81864,2
81865,0
81866,0
81867,0
81868,0
81869,0
81870,0
81871,2
81872,2
81873,2
81874,2
81875,2
81876,0
81877,0
81878,2
81879,0
81880,0
81881,0
81882,0
81883,2
81884,0
81885,0
81886,0
81887,0
81888,2
81889,2
81890,2
81891,0
81892,0
81893,0
81894,0
81895,0
81896,0
81897,0
81898,2
81899,0
81900,0
81901,0
81902,0
81903,0
81904,0
81905,2
81906,0
81907,0
81908,0
81909,0
81910,0
81911,0
81912,0
81913,0
81914,0
81915,2
81916,0
81917,0
81918,0
81919,0
81920,0
81921,0
81922,0
81923,0
81924,0
81925,0
81926,0
81927,0
81928,0
81929,2
81930,0
81931,2
81932,2
81933,2
81934,2
81935,0
81936,0
81937,0
81938,0
81939,0
81940,0
81941,0
81942,2
81943,2
81944,0
81945,2
81946,0
81947,0
81948,0
81949,0
81950,0
81951,0
81952,0
81953,0
81954,2
81955,2
81956,2
81957,0
81958,0
81959,0
81960,0
81961,0
81962,0
81963,0
81964,0
81965,0
81966,0
81967,0
81968,2
81969,2
81970,2
81971,2
81972,0
81973,0
81974,0
81975,2
81976,2
81977,0
81978,0
81979,0
81980,0
81981,0
81982,0
81983,0
81984,0
81985,0
81986,0
81987,0
81988,0
81989,2
81990,0
81991,2
81992,2
81993,0
81994,0
81995,0
81996,0
81997,2
81998,2
81999,0
82000,2
82001,2
82002,2
82003,0
82004,2
82005,2
82006,0
82007,2
82008,2
82009,0
82010,0
82011,2
82012,2
82013,0
82014,2
82015,0
82016,0
82017,2
82018,0
82019,2
82020,0
82021,0
82022,0
82023,0
82024,0
82025,0
82026,0
82027,0
82028,0
82029,0
82030,0
82031,0
82032,0
82033,0
82034,0
82035,0
82036,0
82037,0
82038,0
82039,0
82040,0
82041,0
82042,0
82043,0
82044,0
82045,0
82046,0
82047,0
82048,0
82049,0
82050,0
82051,0
82052,0
82053,0
82054,0
82055,0
82056,0
82057,0
82058,0
82059,0
82060,0
82061,0
82062,0
82063,0
82064,0
82065,0
82066,0
82067,0
82068,0
82069,0
82070,0
82071,0
82072,0
82073,0
82074,0
82075,0
82076,0
82077,0
82078,0
82079,0
82080,0
82081,0
82082,0
82083,0
82084,0
82085,0
82086,0
82087,0
82088,0
82089,0
82090,0
82091,0
82092,0
82093,0
82094,0
82095,0
82096,0
82097,0
82098,0
82099,0
82100,0
82101,0
82102,0
82103,0
82104,0
82105,0
82106,0
82107,0
82108,0
82109,0
82110,0
82111,0
82112,0
82113,0
82114,0
82115,0
82116,0
82117,0
82118,0
82119,0
82120,0
82121,0
82122,0
82123,0
82124,0
82125,0
82126,0
82127,0
82128,0
82129,0
82130,0
82131,0
82132,0
82133,0
82134,0
82135,0
82136,0
82137,0
82138,0
82139,0
82140,0
82141,0
82142,0
82143,0
82144,0
82145,0
82146,0
82147,0
82148,0
82149,0
82150,0
82151,0
82152,0
82153,0
82154,0
82155,0
82156,0
82157,0
82158,0
82159,0
82160,0
82161,0
82162,0
82163,0
82164,0
82165,0
82166,0
82167,0
82168,0
82169,0
82170,0
82171,0
82172,0
82173,0
82174,0
82175,0
82176,0
82177,0
82178,0
82179,0
82180,0
82181,0
82182,0
82183,0
82184,0
82185,0
82186,0
82187,0
82188,0
82189,0
82190,0
82191,0
82192,0
82193,0
82194,0
82195,0
82196,0
82197,0
82198,0
82199,1
82200,0
82201,0
82202,0
82203,0
82204,0
82205,0
82206,0
82207,0
82208,0
82209,0
82210,0
82211,0
82212,0
82213,0
82214,0
82215,0
82216,0
82217,0
82218,0
82219,0
82220,0
82221,0
82222,0
82223,0
82224,0
82225,0
82226,0
82227,0
82228,0
82229,0
82230,0
82231,0
82232,0
82233,0
82234,0
82235,0
82236,0
82237,0
82238,0
82239,0
82240,0
82241,0
82242,0
82243,0
82244,0
82245,0
82246,0
82247,0
82248,0
82249,0
82250,0
82251,0
82252,0
82253,0
82254,0
82255,0
82256,0
82257,0
82258,0
82259,0
82260,0
82261,0
82262,0
82263,0
82264,0
82265,0
82266,0
82267,1
82268,0
82269,0
82270,0
82271,0
82272,0
82273,0
82274,0
82275,0
82276,0
82277,0
82278,0
82279,0
82280,0
82281,0
82282,0
82283,0
82284,0
82285,0
82286,0
82287,0
82288,0
82289,0
82290,0
82291,0
82292,0
82293,0
82294,0
82295,0
82296,0
82297,0
82298,0
82299,0
82300,0
82301,0
82302,0
82303,0
82304,0
82305,0
82306,0
82307,0
82308,0
82309,0
82310,0
82311,0
82312,0
82313,0
82314,0
82315,0
82316,0
82317,0
82318,0
82319,0
82320,0
82321,0
82322,0
82323,0
82324,0
82325,0
82326,0
82327,0
82328,0
82329,0
82330,0
82331,0
82332,0
82333,0
82334,0
82335,0
82336,0
82337,0
82338,0
82339,0
82340,0
82341,0
82342,0
82343,0
82344,0
82345,0
82346,0
82347,0
82348,0
82349,0
82350,0
82351,0
82352,0
82353,0
82354,0
82355,0
82356,0
82357,0
82358,0
82359,0
82360,0
82361,0
82362,0
82363,0
82364,0
82365,0
82366,0
82367,0
82368,0
82369,0
82370,0
82371,0
82372,0
82373,0
82374,0
82375,0
82376,0
82377,0
82378,2
82379,0
82380,0
82381,0
82382,0
82383,0
82384,0
82385,1
82386,1
82387,0
82388,0
82389,0
82390,0
82391,0
82392,0
82393,0
82394,0
82395,0
82396,0
82397,0
82398,0
82399,0
82400,0
82401,0
82402,0
82403,0
82404,0
82405,0
82406,2
82407,0
82408,0
82409,1
82410,2
82411,0
82412,0
82413,2
82414,0
82415,0
82416,0
82417,0
82418,0
82419,2
82420,0
82421,0
82422,2
82423,2
82424,2
82425,1
82426,1
82427,1
82428,1
82429,0
82430,0
82431,0
82432,0
82433,0
82434,2
82435,2
82436,2
82437,2
82438,0
82439,2
82440,0
82441,2
82442,2
82443,2
82444,0
82445,2
82446,2
82447,2
82448,2
82449,2
82450,2
82451,0
82452,2
82453,2
82454,2
82455,2
82456,2
82457,0
82458,2
82459,0
82460,0
82461,0
82462,0
82463,0
82464,0
82465,0
82466,0
82467,0
82468,0
82469,0
82470,0
82471,0
82472,0
82473,0
82474,0
82475,0
82476,0
82477,0
82478,0
82479,0
82480,0
82481,0
82482,2
82483,2
82484,0
82485,0
82486,0
82487,0
82488,0
82489,0
82490,0
82491,0
82492,0
82493,0
82494,0
82495,0
82496,0
82497,2
82498,0
82499,0
82500,0
82501,0
82502,2
82503,0
82504,0
82505,0
82506,0
82507,0
82508,0
82509,0
82510,0
82511,0
82512,0
82513,0
82514,0
82515,0
82516,0
82517,0
82518,0
82519,0
82520,0
82521,0
82522,2
82523,0
82524,0
82525,0
82526,2
82527,2
82528,2
82529,0
82530,0
82531,0
82532,0
82533,0
82534,0
82535,0
82536,0
82537,0
82538,0
82539,0
82540,0
82541,0
82542,0
82543,0
82544,0
82545,0
82546,0
82547,0
82548,0
82549,0
82550,0
82551,2
82552,2
82553,0
82554,2
82555,2
82556,2
82557,2
82558,0
82559,2
82560,0
82561,2
82562,2
82563,2
82564,0
82565,0
82566,0
82567,0
82568,0
82569,0
82570,0
82571,0
82572,0
82573,0
82574,0
82575,0
82576,0
82577,2
82578,0
82579,0
82580,0
82581,0
82582,0
82583,0
82584,0
82585,0
82586,0
82587,0
82588,0
82589,0
82590,0
82591,0
82592,0
82593,1
82594,0
82595,2
82596,2
82597,0
82598,0
82599,0
82600,0
82601,0
82602,0
82603,0
82604,0
82605,0
82606,0
82607,0
82608,2
82609,0
82610,2
82611,2
82612,2
82613,2
82614,2
82615,2
82616,2
82617,0
82618,0
82619,0
82620,2
82621,2
82622,2
82623,0
82624,2
82625,2
82626,2
82627,2
82628,2
82629,2
82630,2
82631,2
82632,2
82633,2
82634,0
82635,2
82636,2
82637,0
82638,0
82639,2
82640,2
82641,2
82642,2
82643,2
82644,2
82645,2
82646,2
82647,2
82648,0
82649,2
82650,2
82651,0
82652,2
82653,2
82654,2
82655,2
82656,2
82657,2
82658,2
82659,2
82660,2
82661,2
82662,2
82663,0
82664,0
82665,0
82666,0
82667,2
82668,0
82669,0
82670,0
82671,0
82672,0
82673,0
82674,2
82675,2
82676,0
82677,0
82678,0
82679,0
82680,2
82681,2
82682,2
82683,2
82684,2
82685,2
82686,2
82687,2
82688,2
82689,0
82690,0
82691,0
82692,0
82693,0
82694,2
82695,2
82696,2
82697,0
82698,2
82699,2
82700,2
82701,2
82702,0
82703,2
82704,2
82705,0
82706,2
82707,2
82708,2
82709,2
82710,0
82711,0
82712,0
82713,0
82714,0
82715,0
82716,0
82717,0
82718,0
82719,0
82720,0
82721,0
82722,0
82723,0
82724,0
82725,0
82726,0
82727,0
82728,0
82729,0
82730,0
82731,0
82732,0
82733,0
82734,0
82735,0
82736,0
82737,0
82738,0
82739,0
82740,0
82741,0
82742,0
82743,0
82744,0
82745,0
82746,0
82747,0
82748,0
82749,0
82750,0
82751,0
82752,0
82753,0
82754,0
82755,0
82756,0
82757,0
82758,0
82759,0
82760,0
82761,0
82762,0
82763,0
82764,0
82765,0
82766,0
82767,0
82768,0
82769,0
82770,0
82771,0
82772,0
82773,0
82774,0
82775,0
82776,0
82777,0
82778,0
82779,0
82780,0
82781,0
82782,0
82783,0
82784,0
82785,0
82786,0
82787,0
82788,0
82789,0
82790,0
82791,0
82792,0
82793,0
82794,0
82795,0
82796,0
82797,2
82798,2
82799,2
82800,2
82801,2
82802,2
82803,2
82804,2
82805,2
82806,2
82807,2
82808,2
82809,2
82810,2
82811,2
82812,2
82813,2
82814,2
82815,2
82816,2
82817,2
82818,2
82819,0
82820,2
82821,2
82822,2
82823,2
82824,2
82825,2
82826,0
82827,0
82828,0
82829,0
82830,0
82831,0
82832,0
82833,0
82834,0
82835,2
82836,2
82837,2
82838,2
82839,0
82840,0
82841,2
82842,0
82843,0
82844,2
82845,0
82846,0
82847,0
82848,1
82849,0
82850,0
82851,0
82852,0
82853,0
82854,0
82855,0
82856,0
82857,0
82858,0
82859,0
82860,0
82861,0
82862,0
82863,0
82864,0
82865,0
82866,0
82867,0
82868,0
82869,0
82870,0
82871,0
82872,2
82873,2
82874,2
82875,2
82876,2
82877,2
82878,2
82879,2
82880,2
82881,2
82882,2
82883,2
82884,0
82885,0
82886,0
82887,0
82888,0
82889,0
82890,0
82891,0
82892,0
82893,0
82894,0
82895,0
82896,0
82897,0
82898,0
82899,0
82900,0
82901,2
82902,0
82903,0
82904,0
82905,2
82906,0
82907,0
82908,0
82909,0
82910,2
82911,0
82912,0
82913,2
82914,0
82915,0
82916,0
82917,0
82918,0
82919,2
82920,0
82921,0
82922,0
82923,0
82924,0
82925,0
82926,0
82927,0
82928,0
82929,0
82930,0
82931,0
82932,0
82933,0
82934,0
82935,0
82936,0
82937,0
82938,0
82939,0
82940,0
82941,0
82942,0
82943,0
82944,2
82945,2
82946,0
82947,2
82948,2
82949,2
82950,2
82951,0
82952,0
82953,0
82954,0
82955,0
82956,0
82957,0
82958,2
82959,0
82960,0
82961,2
82962,0
82963,0
82964,2
82965,0
82966,2
82967,0
82968,2
82969,2
82970,2
82971,2
82972,0
82973,2
82974,2
82975,2
82976,0
82977,2
82978,2
82979,2
82980,0
82981,0
82982,0
82983,0
82984,0
82985,0
82986,0
82987,0
82988,0
82989,0
82990,0
82991,0
82992,0
82993,0
82994,0
82995,0
82996,0
82997,0
82998,0
82999,0
83000,0
83001,0
83002,0
83003,0
83004,0
83005,0
83006,0
83007,0
83008,0
83009,0
83010,0
83011,0
83012,0
83013,0
83014,0
83015,0
83016,0
83017,0
83018,0
83019,0
83020,0
83021,0
83022,0
83023,0
83024,0
83025,0
83026,0
83027,0
83028,0
83029,0
83030,0
83031,0
83032,0
83033,0
83034,0
83035,0
83036,2
83037,0
83038,2
83039,0
83040,0
83041,0
83042,0
83043,0
83044,0
83045,0
83046,0
83047,0
83048,0
83049,2
83050,2
83051,0
83052,0
83053,2
83054,0
83055,0
83056,0
83057,0
83058,0
83059,0
83060,2
83061,0
83062,0
83063,0
83064,0
83065,0
83066,0
83067,0
83068,0
83069,0
83070,0
83071,0
83072,0
83073,1
83074,0
83075,0
83076,0
83077,0
83078,0
83079,0
83080,0
83081,0
83082,0
83083,0
83084,0
83085,0
83086,1
83087,0
83088,0
83089,0
83090,0
83091,0
83092,2
83093,2
83094,0
83095,0
83096,0
83097,0
83098,0
83099,0
83100,0
83101,0
83102,2
83103,0
83104,0
83105,0
83106,0
83107,0
83108,2
83109,0
83110,0
83111,2
83112,2
83113,2
83114,0
83115,0
83116,2
83117,0
83118,0
83119,0
83120,0
83121,0
83122,0
83123,0
83124,0
83125,0
83126,0
83127,0
83128,0
83129,0
83130,0
83131,0
83132,0
83133,0
83134,0
83135,0
83136,0
83137,0
83138,0
83139,0
83140,0
83141,0
83142,0
83143,0
83144,0
83145,0
83146,0
83147,0
83148,0
83149,0
83150,0
83151,0
83152,0
83153,0
83154,0
83155,0
83156,0
83157,0
83158,0
83159,0
83160,0
83161,2
83162,2
83163,0
83164,2
83165,0
83166,2
83167,0
83168,0
83169,2
83170,2
83171,2
83172,2
83173,0
83174,0
83175,0
83176,2
83177,0
83178,0
83179,0
83180,0
83181,0
83182,2
83183,0
83184,2
83185,0
83186,0
83187,0
83188,0
83189,2
83190,2
83191,2
83192,2
83193,0
83194,0
83195,0
83196,0
83197,0
83198,2
83199,2
83200,2
83201,2
83202,0
